OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,HAUL_NAME,NET,FOCI_GRID,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,LAT,LON,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,GMT_DATE_TIME,COMMENTS_HAUL,POLYGONAL_AREA,STATION_NAME,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
77,60BON,2DY12 127 1 60BON 1,2DY12,1,1,BG31,127,GOOD,505,56.449,-167.9343,GRID,Y,0,117,308.5219,BS,2012-05-26 1:18,60Bon net 2 large jelly,,127,5,2012,26,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,557.49689,652.27136,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
78,60BON,2DY12 171 1 60BON 1,2DY12,1,1,BM46,56,GOOD,505,57.30867,-169.7748,GRID,Y,0,46,114.2898,BS,2012-05-30 18:51,,,171,5,2012,30,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,113.74593,52.32313,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
79,60BON,3BE12 166 2 60BON 1,3BE12,2,1,,28,QUEST,505,61.00217,-167.9935,GRID,Y,0,16,54.6419,BS,2012-09-23,gmt time and lat/long not recorded. 20bon flowmeters blown with wind prior to entry. wire angle at 62 deg.,,166,9,2012,23,BE2012,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
80,60BON,2DY12 42 1 60BON 1,2DY12,1,1,AR4,34,GOOD,505,55.069,-164.1228,GRID,Y,0,27,85.9039,BS,2012-05-19 20:45,,,42,5,2012,19,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,69.84549,18.85828,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
81,60BON,2DY12 151 1 60BON 1,2DY12,1,1,BV31,1862,GOOD,505,55.85266,-169.7832,GRID,Y,0,300,595.1558,BS,2012-05-28 7:19,65 mm Myctophidae removed from 60Bon net 2 for AMGEN,,151,5,2012,28,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,1.68023,5.0407,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
82,60BON,2DY12 180 1 60BON 1,2DY12,1,1,BM55,78,GOOD,505,57.97133,-170.4365,GRID,Y,0,66,191.9696,BS,2012-05-31 9:39,,,180,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,5.20916,3.43804,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
83,60BON,2DY12 159 2 60BON 1,2DY12,2,1,BV37,114,GOOD,505,56.30067,-170.2053,GRID,Y,0,93,214.2942,BS,2012-05-29 23:30,,,159,5,2012,29,DY12-05,Oscar Dyson,505,Gadus chalcogrammus,,,690.63932,642.29457,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
84,60BON,2DY12 186 1 60BON 1,2DY12,1,1,BP58,89,GOOD,505,58.06833,-171.0282,GRID,Y,0,79,153.4556,BS,2012-05-31 18:11,,,186,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
85,60BON,2DY12 59 1 60BON 1,2DY12,1,1,AI10,90,QUEST,505,55.86666,-163.374,GRID,Y,0,79,126.479,BS,2012-05-20 23:30,Large Jelly in 60BON net 1,,59,5,2012,20,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,1668.26113,1317.9263,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
86,60BON,2DY12 80 2 60BON 1,2DY12,2,1,Z16,76,GOOD,505,56.66,-162.6413,GRID,Y,0,65,101.169,BS,2012-05-22 16:58,,,80,5,2012,22,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,39.5378,25.69957,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
87,60BON,2DY12 82 1 60BON 1,2DY12,1,1,Z10,78,QUEST,505,56.22333,-162.1983,GRID,Y,0,68,91.2783,BS,2012-05-22 20:04,Lrg. Jellies in 60BON nets 1 and 2.  Both questionable.,,82,5,2012,22,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,54.77753,37.24872,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
88,60BON,2DY12 139 1 60BON 1,2DY12,1,1,BG52,70,GOOD,505,57.98466,-169.4705,GRID,Y,0,60,149.4875,BS,2012-05-27 7:35,,,139,5,2012,27,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
89,60BON,2DY12 140 1 60BON 1,2DY12,1,1,BJ52,73,QUEST,505,57.86783,-169.8418,GRID,Y,0,64,138.5516,BS,2012-05-27 9:01,Large Jelly in 60BON net 1 and 2,,140,5,2012,27,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,36.08764,23.09609,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
90,60BON,3DY12 145 2 60BON 1,3DY12,2,1,M5-S,75,GOOD,505,59.69733,-171.5155,PLNKSURV,Y,0,63,131.4265,BS,2012-09-20 0:10,Net 1 60bon 2 medium gelatinous masses,,145,9,2012,20,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
91,60BON,2DY12 191 1 60BON 1,2DY12,1,1,BY58,109,GOOD,505,57.71217,-172.1202,GRID,Y,0,99,233.1387,BS,2012-06-01 2:17,,,191,6,2012,1,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,853.56914,845.03345,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
92,60BON,DY14-06 170 1 60BON 1,DY14-06,1,1,BV46,103,GOOD,505,56.9495,-170.8672,GRID,Y,0,95,159.51708,BS,2014-06-03 2:13,,,170,6,2014,3,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,2325.76975,2209.48127,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
93,60BON,DY14-06 103 1 60BON 1,DY14-06,1,1,AR25,80,GOOD,505,56.6027,-165.5917,GRID,Y,0,70,146.96837,BS,2014-05-28 5:51,,,103,5,2014,28,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,299.38415,209.5689,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
94,60BON,DY14-06 121 1 60BON 1,DY14-06,1,1,AR31,73,GOOD,505,57.0453,-166.0402,GRID,Y,0,63,140.46822,BS,2014-05-29 9:54,,,121,5,2014,29,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,1046.50006,659.29503,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
95,60BON,DY14-05 47 2 60BON 1,DY14-05,2,1,70M24,70,GOOD,505,58.0395,-169.6802,PLNKSURV,Y,0,65,118.89627,BS,2014-05-11 6:44,,,47,5,2014,11,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,353.2491,229.61191,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
96,60BON,DY14-06 172 1 60BON 1,DY14-06,1,1,BP46,37,GOOD,505,57.2282,-170.022,GRID,Y,0,26,62.43945,BS,2014-06-03 5:51,,,172,6,2014,3,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,15422.94175,4009.96485,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
97,60BON,DY14-06 162 1 60BON 2,DY14-06,1,2,BG43,74,GOOD,505,57.3283,-168.7978,GRID,Y,0,65,131.40236,BS,2014-06-02 13:32,,,162,6,2014,2,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,5684.8294,3695.13911,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
98,60BON,DY14-05 8 3 60BON 1,DY14-05,3,1,USB1,52,GOOD,505,54.4388,-164.9883,PLNKSURV,Y,0,42,75.86204,BS,2014-05-07 23:38,,,8,5,2014,7,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
99,60BON,6MF06 61 2 60BON 1,6MF06,2,1,AU4,47,GOOD,505,54.94967,-164.52116,GRID,Y,0,38,66.45734,BS,2006-09-17 18:15,,909.3235,61,9,2006,17,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
100,60BON,2MF92 G011A 1 60BON 1,2MF92,1,1,,2303,GOOD,333,54.14833,-168.16,GRID,Y,0,100,136.14647,BS,1992-04-17 12:51,,343.53,G011A,4,1992,17,MF92-04,Miller Freeman,,Gadus chalcogrammus,,,80.79534,80.79534,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
101,60BON,2MF92 G037A 1 60BON 1,2MF92,1,1,,2225,GOOD,333,54.955,-168.6033,GRID,Y,0,103,153.48871,BS,1992-04-18 20:33,,342.02,G037A,4,1992,18,MF92-04,Miller Freeman,,Gadus chalcogrammus,,,807.87701,832.11332,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
102,60BON,6DY08 38 1 60BON 1,6DY08,1,1,,52,GOOD,505,59.00431,-169.0087,PLNKSURV,Y,0,43,73.66576,BS,2008-09-25 21:03,,,38,9,2008,25,DY08-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
103,60BON,5MF05 32 2 60BON 2,5MF05,2,2,H10,56,QUEST,505,56.92433,-159.83949,GRID,Y,0,47,55.5126,BS,2005-05-13 17:08,60BON net 2 flowmeter also too low probably due to clogging from dense algae. But it was better than net 1's flowmeter so we used net 2 for qtow.,775.3688,32,5,2005,13,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,756.58499,355.59495,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
104,60BON,5MF05 35 2 60BON 1,5MF05,2,1,K13,66,GOOD,505,57.04117,-160.45117,GRID,Y,0,57,49.78406,BS,2005-05-14 0:15,Flowmeter revs < AVG - 2 SD.,777.9225,35,5,2005,14,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,3736.13562,2129.5973,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
105,60BON,5MF05 43 2 60BON 1,5MF05,2,1,T10,69,GOOD,505,56.4655,-161.4155,GRID,Y,0,60,97.02864,BS,2005-05-14 19:03,Gorgeous sunny day and saw orcas. Too bad you missed it.,776.3445,43,5,2005,14,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,3916.36943,2349.82166,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
106,60BON,5MF05 59 3 60BON 1,5MF05,3,1,AI10,90,GOOD,505,55.87083,-163.3725,GRID,Y,0,82,105.258,BS,2005-05-16 6:14,,770.4619,59,5,2005,16,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,9.50047,7.79038,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
107,60BON,6DY08 1 1 60BON 1,6DY08,1,1,,43,GOOD,505,55.5051,-163.00368,PLNKSURV,Y,0,34,78.09409,BS,2008-09-11 15:01,,,1,9,2008,11,DY08-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
108,60BON,6DY08 15 1 60BON 1,6DY08,1,1,,33,GOOD,505,58.49984,-163.98854,PLNKSURV,Y,0,24,52.90799,BS,2008-09-18 15:32,,,15,9,2008,18,DY08-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
109,60BON,5MF05 98 2 60BON 1,5MF05,2,1,AX13,115,GOOD,505,55.48617,-165.52049,GRID,Y,0,106,147.43117,BS,2005-05-18 7:31,,993.171,98,5,2005,18,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,54.26261,57.51837,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
110,60BON,8MF07 9 1 60BON 1,8MF07,1,1,,345,GOOD,333,59.40668,-177.685,PLNKSURV,Y,0,337,424.22186,BS,2007-10-09 16:04,BON010.hex.,,9,10,2007,9,MF07-12,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
111,60BON,8MF04 9 2 60BON 1,8MF04,2,1,,103,GOOD,333,56.62917,-168.87817,PLNKSURV,Y,0,93,154.72508,BS,2004-10-02 6:29,,,9,10,2004,2,MF04-11,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
112,60BON,8MF05 2 2 60BON 1,8MF05,2,1,,70,GOOD,333,56.87333,-164.05133,GRID,Y,0,65,91.90217,BS,2005-09-22 17:31,bs-2 center. Lots of wind.,,2,9,2005,22,MF05-13,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
113,60BON,8MF05 28 2 60BON 1,8MF05,2,1,,70,GOOD,333,58.06667,-168.72484,GRID,Y,0,65,125.38148,BS,2005-09-25 11:49,,,28,9,2005,25,MF05-13,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
114,60BON,8MF05 51 2 60BON 1,8MF05,2,1,,71,GOOD,333,59.89667,-171.26401,GRID,Y,0,60,92.4139,BS,2005-09-27 3:26,bs-5 east.,,51,9,2005,27,MF05-13,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
115,60BON,8MF05 53 2 60BON 1,8MF05,2,1,,72,GOOD,333,59.8965,-172.16901,GRID,Y,0,63,92.43789,BS,2005-09-27 7:49,bs-5 west.,,53,9,2005,27,MF05-13,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
116,60BON,6MF06 69 2 60BON 1,6MF06,2,1,BD4,343,QUEST,505,54.59333,-165.66034,GRID,Y,0,301,350.64655,BS,2006-09-20 17:11,Wire angle at 34 deg.,1045.999,69,9,2006,20,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
117,60BON,6MF06 7 2 60BON 1,6MF06,2,1,B7,32,GOOD,505,56.9515,-159.17751,GRID,Y,0,22,47.65503,BS,2006-09-12 11:48,,571.1595,7,9,2006,12,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
118,60BON,6MF06 16 2 60BON 1,6MF06,2,1,K13,65,GOOD,505,57.0385,-160.4395,GRID,Y,0,56,81.17378,BS,2006-09-13 7:36,,766.0532,16,9,2006,13,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
119,60BON,6MF06 22 2 60BON 1,6MF06,2,1,Q10,68,GOOD,505,56.5875,-161.01167,GRID,Y,0,58,110.19632,BS,2006-09-13 22:07,,774.1287,22,9,2006,13,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,9.07471,5.26333,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
120,60BON,6MF06 49 2 60BON 1,6MF06,2,1,AO4,45,GOOD,505,55.1855,-163.73917,GRID,Y,0,35,51.69187,BS,2006-09-16 15:21,,778.1142,49,9,2006,16,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
121,60BON,3MF93 110 1 60BON 1,3MF93,1,1,,751,GOOD,333,54.32833,-166.48669,PLNKSURV,Y,0,380,426.47775,BS,1993-04-29 17:08,SMALL SCALE GRID Flowmeter revs < AVG - 2 SD.,,110,4,1993,29,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,1470.18221,5586.69239,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
122,60BON,3MF93 111 1 60BON 1,3MF93,1,1,,666,GOOD,333,54.35833,-166.4083,PLNKSURV,Y,0,361,431.71814,BS,1993-04-29 19:04,SMALL SCALE GRID Flowmeter revs < AVG - 2 SD.,,111,4,1993,29,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,1994.35678,7199.62798,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
123,60BON,3MF93 116 1 60BON 1,3MF93,1,1,,90,GOOD,333,54.10833,-166.28,PLNKSURV,Y,0,79,112.35253,BS,1993-04-30 0:58,SMALL SCALE GRID,,116,4,1993,30,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,222.5139,175.78598,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
124,60BON,3MF93 124 1 60BON 1,3MF93,1,1,,136,GOOD,333,54.045,-166.46831,PLNKSURV,Y,0,120,146.62599,BS,1993-04-30 9:26,SMALL SCALE GRID,,124,4,1993,30,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,920.7099,1104.85188,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
125,60BON,3MF93 13 1 60BON 1,3MF93,1,1,,136,GOOD,333,55.34667,-166.88001,GRID,Y,0,130,200.18201,BS,1993-04-17 4:28,,747.5,13,4,1993,17,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
126,60BON,3MF93 42 1 60BON 1,3MF93,1,1,,2295,GOOD,333,54.95,-168.93829,GRID,Y,0,401,485.28281,BS,1993-04-19 15:52,,851.84,42,4,1993,19,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,6.18196,24.78967,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
127,60BON,3MF93 47 1 60BON 1,3MF93,1,1,,1550,GOOD,333,53.88,-167.895,GRID,Y,0,401,494.38821,BS,1993-04-20 2:03,,821.87,47,4,1993,20,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,4.0454,16.22207,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
128,60BON,3MF93 57 1 60BON 1,3MF93,1,1,,1740,QUEST,333,54.39833,-168.9083,GRID,Y,0,402,416.57083,BS,1993-04-21 7:37,Wire angle at 33 deg.,763.93,57,4,1993,21,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,760.97503,3059.11962,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
129,60BON,3MF93 68 1 60BON 1,3MF93,1,1,,1818,GOOD,333,54.88,-167.895,PLNKSURV,Y,0,400,455.34345,BS,1993-04-22 4:59,SMALL SCALE GRID,,68,4,1993,22,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,368.95227,1475.80908,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
130,60BON,3MF93 8 1 60BON 1,3MF93,1,1,,79,GOOD,333,54.26333,-165.82671,GRID,Y,0,69,96.25185,BS,1993-04-16 19:34,Haul performance marked QUEST for zooplankton.,584.72,8,4,1993,16,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,2306.44917,1591.44993,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
131,60BON,6MF06 35 2 60BON 1,6MF06,2,1,AC10,78,QUEST,505,56.0965,-162.597,GRID,Y,0,68,121.4351,BS,2006-09-15 3:01,3 jellyfish removed. Wire angle at 63 deg.,780.1664,35,9,2006,15,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
132,60BON,6MF06 72 3 60BON 1,6MF06,3,1,BD13,132,GOOD,505,55.24983,-166.27966,GRID,Y,0,123,163.22138,BS,2006-09-21 4:31,,764.4164,72,9,2006,21,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
133,60BON,6MF06 75 2 60BON 1,6MF06,2,1,BG7,286,GOOD,505,54.69,-166.245,GRID,Y,0,276,347.36154,BS,2006-09-21 10:29,,773.8167,75,9,2006,21,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
134,60BON,1SS04 138 1 60BON 1,1SS04,1,1,,42,GOOD,505,60.00183,-168.99966,PLNKSURV,Y,0,35,46.6638,BS,2004-09-28 19:45,Calibration factor provided by collecting agency.,,138,9,2004,28,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
135,60BON,1SS04 16 1 60BON 1,1SS04,1,1,,62,GOOD,505,57.00117,-161.99983,PLNKSURV,Y,0,62,62.59168,BS,2004-08-18 23:30,Calibration factor provided by collecting agency.,,16,8,2004,18,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
136,60BON,1SU94 94 2 60BON 1,1SU94,2,1,,286,GOOD,333,56.07667,-170.36501,PLNKSURV,Y,0,253,457.53592,BS,1994-09-10 14:22,,,94,9,1994,10,SU94-06,Surveyor,,Gadus chalcogrammus,,,0,0,Larvae,,,,
137,60BON,1NW02 23 1 60BON 2,1NW02,1,2,,750,GOOD,505,54.17333,-166.8035,PLNKSURV,Y,0,201,302.7095,BS,2002-09-22 16:14,Volume filtered calculated by collecting agency.,,23,9,2002,22,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
138,60BON,1NW02 24 1 60BON 2,1NW02,1,2,,158,QUEST,505,55.03,-167.52,PLNKSURV,Y,0,201,389.74796,BS,2002-09-23 16:07,A BASIS Project; Station ID 20022024. Volume filtered provided by collecting agency. Max gear depth recorded as  > bottom depth. Estimate tow depth to 148m.,,24,9,2002,23,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
139,60BON,1NW02 44 1 60BON 2,1NW02,1,2,,90,GOOD,505,56.00883,-164.98869,PLNKSURV,Y,0,64,101.11834,BS,2002-10-07 2:52,Volume filtered calculated by collecting agency.,,44,10,2002,7,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
140,60BON,1NW02 5 1 60BON 2,1NW02,1,2,,1000,GOOD,505,52.9535,-177.53999,PLNKSURV,Y,0,201,336.2384,BS,2002-09-10 15:35,Volume filtered calculated by collecting agency.,,5,9,2002,10,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
141,60BON,1SS04 26 1 60BON 1,1SS04,1,1,,26,GOOD,505,59,-164.99683,PLNKSURV,Y,0,24,10.05751,BS,2004-08-21 14:59,Calibration factor provided by collecting agency.,,26,8,2004,21,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
142,60BON,1SS04 50 1 60BON 1,1SS04,1,1,,70,GOOD,505,57.50217,-167.00366,PLNKSURV,Y,0,60,64.82436,BS,2004-08-29 15:04,Calibration factor provided by collecting agency.,,50,8,2004,29,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
143,60BON,1SS04 86 1 60BON 1,1SS04,1,1,,36,GOOD,505,64.00217,-167.9975,PLNKSURV,Y,0,30,43.36694,BS,2004-09-12 0:26,Calibration factor provided by collecting agency.,,86,9,2004,12,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
144,60BON,1SS04 88 1 60BON 1,1SS04,1,1,,34,GOOD,505,64.00633,-170.00534,PLNKSURV,Y,0,30,37.70524,BS,2004-09-12 20:01,Calibration factor provided by collecting agency.,,88,9,2004,12,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
145,60BON,1OC88 G017A 1 60BON 1,1OC88,1,1,,450,GOOD,333,55.17667,-167.8933,GRID,Y,0,348,537.24725,BS,1988-03-19 7:50,,686.42,G017A,3,1988,19,,Oceanographer,,Gadus chalcogrammus,,,295.95312,1029.91686,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
146,60BON,1OC88 G029A 1 60BON 1,1OC88,1,1,,1228,GOOD,333,54.41333,-168.1133,PLNKSURV,Y,0,407,511.20355,BS,1988-03-20 17:45,,,G029A,3,1988,20,,Oceanographer,,Gadus chalcogrammus,,,2413.91125,9824.61878,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
147,60BON,1OC88 G054A 1 60BON 1,1OC88,1,1,,2412,QUEST,333,54.18333,-168.395,GRIDPOST,Y,0,317,567.14887,BS,1988-04-02 7:21,Wire angle at 56 deg. Flowmeter revs > AVG + 3 SD.,,G054A,4,1988,2,,Oceanographer,,Gadus chalcogrammus,,,26915.33177,85321.60172,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
148,60BON,1SU94 113 2 60BON 1,1SU94,2,1,,101,QUEST,333,56.83,-168.7267,PLNKSURV,Y,0,72,239.47917,BS,1994-09-11 20:23,Wire angle at 60 deg. Flowmeter revs > AVG + 2 SD.,,113,9,1994,11,SU94-06,Surveyor,,Gadus chalcogrammus,,,0,0,Larvae,,,,
149,60BON,1MF99 10 1 60BON 1,1MF99,1,1,,92,GOOD,505,56.18083,-164.1872,GRID,Y,0,86,120.51318,BS,1999-04-14 17:28,,767.549,10,4,1999,14,MF99-04,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
150,60BON,1MF99 22 1 60BON 1,1MF99,1,1,,98,GOOD,505,55.72633,-164.7475,GRID,Y,0,91,144.06953,BS,1999-04-15 19:28,,775.1135,22,4,1999,15,MF99-04,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
151,60BON,1GP99 53 2 60BON 1,1GP99,2,1,,18,GOOD,333,58.28433,-159.4012,PLNKSURV,Y,0,16,30.32425,BS,1999-07-22 3:50,Haul performance marked QUEST for zooplankton.,,53,7,1999,22,GP99-2,Great Pacific,,Gadus chalcogrammus,,,0,0,Larvae,,,,
152,60BON,1GP99 9 1 60BON 1,1GP99,1,1,,88,GOOD,333,54.611,-165.09869,PLNKSURV,Y,0,70,164.77135,BS,1999-07-14 17:50,Flowmeter revs > AVG + 2 SD. Haul performance marked QUEST for zooplankton.,,9,7,1999,14,GP99-2,Great Pacific,,Gadus chalcogrammus,,,24.27606,16.99325,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
153,60BON,1MF99 45 1 60BON 1,1MF99,1,1,,70,GOOD,505,57.0175,-164.21401,PLNKSURV,Y,0,65,133.06911,BS,1999-04-18 0:34,10nm N of mooring F99-BS-2A,,45,4,1999,18,MF99-04,Miller Freeman,,Gadus chalcogrammus,,,7.51489,4.88468,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
154,60BON,1MF99 9 1 60BON 1,1MF99,1,1,,95,GOOD,505,55.96233,-163.97321,GRID,Y,0,90,130.05446,BS,1999-04-14 15:58,,765.5814,9,4,1999,14,MF99-04,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
155,60BON,2MF98 10 1 60BON 1,2MF98,1,1,,36,QUEST,505,55.06817,-164.11031,PLNKSURV,Y,0,27,121.78404,BS,1998-04-09 23:27,Flowmeters spinning in wind.,,10,4,1998,9,MF98-05A,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
156,60BON,1MP91 G123A 1 60BON 1,1MP91,1,1,,3451,GOOD,333,56.83333,-175.1667,GRID,Y,0,185,204.21269,BS,1991-05-04 23:15,,9138.77,G123A,5,1991,4,MP91-02,Mlechney Put,,Gadus chalcogrammus,,,0,0,Larvae,,,,
157,60BON,1NW02 14 1 60BON 1,1NW02,1,1,,1000,GOOD,333,55.0015,-172.49631,PLNKSURV,NPQ,0,201,283.00983,BS,2002-09-16 18:57,Volume filtered calculated by collecting agency.,,14,9,2002,16,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
